CIN_Number,Company Name,Net_Profit(14-15),CSR_spent(14-15),Net_Profit(15-16),CSR_spent(15-16),Net_Profit(16-17),CSR_spent(16-17),Net_Profit(17-18),CSR_spent(17-18),Net_Profit(18-19),CSR_spent(18-19)
L17115PB1993PLC013930,BHANDARI HOSIERY EXPORTS LTD,NA,NA,NA,NA,3.96,0.08,4.8,0.1,5.36,0.1
L17115RJ1960PLC008216,Rswm Limited,74.6,1.49,124.27,2.73,141.77,3.33,125.84,2.34,94.84,1.75
L17115RJ1980PLC002075,MODERN THREADS (INDIA) LIMITED,0,0,NA,NA,7.24,0,8.2,0,8.92,0.18
L17115TZ1988PLC002269,Ambika Cotton Mills Limited,444.16,0.91,54.69,1.09,60.79,1.22,64.93,1.36,70.21,1.44
L17115TZ1992PLC003798,K G DENIM LIMITED,0,0,11.85,0.24,15.82,0.32,25.38,0.51,28.16,0.59
L17115WB1981PLC033469,Deeplok Financial Services Ltd,NA,NA,4.18,0.09,4.18,0.09,3.45,0.07,6.9,0.14
L17116MH1978PLC020451,Siyaram Silk Mills Limited,86.21,1.72,99.42,0.68,114.65,2.29,127.41,2.83,148.09,2.13
L17117MH1925PLC001208,Raymond Limited,26.26,0.53,28.18,0.57,76,0,85.45,0.27,79.44,1.59
L17117PB1946PLC004565,J C T Limited,NA,NA,NA,NA,5.93,0.12,NA,NA,NA,NA
L17118MP1980PLC001697,HIND SYNTEX LTD.,0,0,NA,NA,0,0.13,NA,NA,NA,NA
L17118RJ1984PLC003173,Sangam (India) Limited,36.3,0.04,69.16,0.23,0,0.81,0,1.37,61.53,1.81
L17119DN1990PLC000091,Filatex India Ltd(Tr.Co.From Delhi),0.08,0.08,2.24,0.04,9.61,0.19,0,0,57.94,1.16
L17119GJ1931PLC000093,Arvind Limited,219,4.44,363,7.27,438,8.85,424.99,8.63,361.77,0
L17119GJ1945PLC000214,Surat Textile Mills Limited,6.48,0.13,7.59,0.15,3.29,0.07,0,0.11,11.65,0.08
L17119GJ1992PLC018073,Betex India Limited (Co Tr From Maha ),113.89,0.02,1.15,0.03,1.17,0.02,1.18,0.02,1.09,0.03
L17119RJ2010PLC032089,LAGNAM SPINTEX LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.85,0.1
L17119WB1935PLC046111,THE RAMESHWARA JUTE MILLS LTD,0,0,NA,NA,6.33,0.13,2.46,0,-21.25,0.33
L17119WB1992PLC054454,Gloster Limited,26.92,0.59,27.64,0.55,31.51,0.63,0,0,NA,NA
L17120AP1962PLC000923,Surya Lakshmi Cotton Mills Ltd,NA,NA,25.88,0.52,26.9,0.64,0,0,NA,NA
L17120DN1990PLC000440,Shekhawati Poly-Yarn Limited,8.01,0.16,9.72,0.19,NA,NA,NA,NA,NA,NA
L17120DN1994PLC000387,Emmbi Industries Limited,5.35,0.11,6.44,0.13,9.59,0.19,13.36,0.15,17.34,0.15
L17120GJ2010PLC062949,R & B DENIMS LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.19,0.07
L17120GJ2011PLC064247,JINAAM'S DRESS LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,6.62,0
L17120MH1871PLC000005,Peninsula Land Limited,150,1.79,82.82,1.66,-4.44,1.65,NA,NA,NA,NA
L17120MH1879PLC000037,The Bombay Dyeing And Manufacturing Company Limited,73.5,1.47,69.74,1.39,1.95,0.04,-73.75,0.04,NA,NA
L17120MH1897PLC000163,CENTURY TEXTILES AND INDUSTRIES LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,188.76,3.17
L17120MH1900PLC000176,Empire Industries Limited,49.66,0.02,46.82,0.94,46.79,0.94,47.2,0.94,46.45,0.9
L17120MH1917PLC000447,Ruby Mills Limited,9.29,0.1,20.62,0.41,32.12,0.7,0,0,40.02,0.8
L17120MH1933PLC002031,MODERN INDIA LIMITED,0,0,0.14,0.04,-3.37,0,NA,NA,NA,NA
L17120MH1958PLC011045,Nirlon Limited,NA,NA,NA,NA,17.79,0.38,55.09,1.11,78.16,1.57
L17120MH1981PLC023900,Blue Blends (India) Limited,NA,NA,8.87,0,0,0,7.27,0.01,-6.01,0
L17120MH1984PLC033553,Mandhana Industries Limited,103.81,2.08,112.88,2.26,101.26,0,NA,NA,NA,NA
L17120MH1985PLC036500,Jai Corp Limited,1.26,0.52,101,1.85,94.5,2.1,71,1.5,66,1.35
L17120MH1985PLC037652,EVERGREEN TEXTILES LIMITED,NA,NA,8.68,0.17,0,0,0,0,NA,NA
L17120MH1987PLC042424,KAMADGIRI FASHION LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,6.17,0
L17120MH1989PLC054580,Zenith Fibres Limited,5.5,0,6.77,0.14,0,0.18,9.9,0.2,NA,NA
L17120MH1990PLC054828,BLACK ROSE INDUSTRIES LIMITED,NA,NA,NA,NA,NA,NA,0,0,13.68,0.24
L17120TG1962PLC000923,SURYA LAKSHMI COTTON MILLS LTD,NA,NA,NA,NA,NA,NA,32.1,0.14,27.02,0.19
L17121MH1904PLC000195,Hindoostan Mills Limited,3.14,0.06,0.97,0.02,NA,NA,NA,NA,NA,NA
L17122DL1989PLC035050,Sportking India Limited,17.65,0.35,23.63,0.47,21.97,0.44,19.26,0,28,0.13
L17124MH1986PLC166615,Indo Rama Synthetics (India) Limited,18,0.36,0,0.12,0,0.2,0,0.29,NA,NA
L17124MP1947PLC000410,Grasim Industries Ltd,1002,20,791.16,15.82,790.13,0,0,0,1698.71,47.12
L17124MP1989PLC008255,Maral Overseas Limited,19.75,0.4,28.66,0.87,25.09,0.5,20.14,0.29,13.52,0.42
L17124RJ1996PLC011522,BELLA CASA FASHION & RETAIL LIMITED,NA,NA,NA,NA,NA,NA,0,0,5.42,0
L17124RJ2005PLC020927,Sutlej Textiles And Industries Limited,107.33,2.15,142.62,2.85,168.27,3.36,169.39,6.22,0,2.4
L17199GJ1956PLC001107,Aditya Birla Nuvo Limited,470.42,9.61,350.32,7.01,0,0,0,0,NA,NA
L17200MH2007PLC171939,JAKHARIA FABRIC LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.74,0
L17222JH1963PLC013316,RSD FINANCE LTD,NA,NA,NA,NA,NA,NA,NA,NA,3.83,0
L17229UP1994PLC017199,J. K. Cement Limited.,257.52,5.15,212.02,4.64,145.85,3.23,230.53,4.81,320.13,6.69
L17232WB1947PLC016105,RTS POWER CORPORATION LTD,NA,NA,NA,NA,NA,NA,NA,NA,3.82,0.04
L17232WB1980PLC032819,BINOD JUTE AND FIBRE LTD,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15
L17233WB1983PLC036948,R.K.Wire Products Ltd,NA,NA,NA,NA,3.37,0.07,0,0,NA,NA
L17239GJ1985PLC007829,Shri Jagdamba Polymers Limited,NA,NA,NA,NA,5.39,0.11,7.85,0.17,0,0.28
L17290MH1982PLC026358,Svp Global Ventures Limited,NA,NA,NA,NA,0,0.01,NA,NA,NA,NA
L17291GJ2013PLC075677,AKSHAR SPINTEX LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.29,0
L17291MH1991PLC063752,Pioneer Embroideries Limited,NA,NA,NA,NA,3.67,0.07,0,0,0,0.07
L17299GJ1972PLC011626,Camphor And Allied Products Ltd,19.04,0.39,NA,NA,NA,NA,NA,NA,NA,NA
L17299MH1972PLC285731,Camphor And Allied Products Ltd,NA,NA,27,0.54,30.7,0.61,32.87,1.25,40.8,1.2
L17299MH2006PLC163133,Ashapura Intimates Fashion Limited,6.27,0,10.54,0.21,14.34,0.36,0,0,NA,NA
L17299WB1981PLC033331,Sudha Apparels Ltd,9.89,0,12.07,0.1,NA,NA,0,0,23.33,0.1
L17299WB1985PLC038517,Rupa & Company Ltd,82.58,0,95.99,1.92,103.29,2.1,111.77,2.25,127.48,2.57
L17299WB1993PLC058969,Dollar Industries Limited,0,0.34,0,0.12,0,0.96,46.14,0.93,67.8,1.37
L17300MP2009PLC022058,MOHINI HEALTH & HYGIENE LIMITED,NA,NA,NA,NA,NA,NA,4.38,0.04,6.12,0.18
L17301RJ1934PLC002761,Sil Investments Limited,11.1,0,13.37,0,14.54,0.3,16.63,0.35,65.3,1.31
L17309WB1995PLC073053,Lux Industries Limited,1.5,0.65,45.18,0.9,0,1.36,0,0,0,2.02
L18100AP1992PLC013860,Kallam Spinning Mills Ltd,11.16,0.22,13.79,0.28,14.14,0.28,0,0.29,18.6,0.35
L18100MH1986PLC040911,Premco Global Limited,4.63,0.09,8.45,0.17,16.86,0.34,17.73,0.35,14.65,0.28
L18100TG1983PLC003962,Suryalata Spinning Mills Limited,10.63,0.21,14.83,0.3,15.73,0.33,10.36,0.33,13.76,0.28
L18100TG1990PLC010973,VIJAY TEXTILES LTD,NA,NA,NA,NA,26.84,0.54,0,0,4.5,0
L18101CH1994PLC015413,GLOBAL KNITFAB LIMITED,NA,NA,0.83,0.02,0,0,0,0,NA,NA
L18101DL1970PLC005197,Srf Limited,385.53,7.71,325.13,6.5,378.92,7.58,478.14,5,519.21,10.32
L18101DL1978PLC009241,T T Limited,2.02,0.25,6.53,0.83,5.06,0.26,2.78,0.06,0.22,0.03
L18101HR1981PLC012274,H P Cotton Textile Mills Limited,4.16,0.08,0,0,0,0,NA,NA,NA,NA
L18101KA1994PLC016554,Page Industries Limited,177.59,0.89,230.34,0.8,289.9,0,0,3.22,418.01,5.27
L18101KL1992PLC006528,Kitex Garments Limited,57.44,1.48,91.3,3.2,133.64,2.67,0,0,140.42,5.58
L18101MH1991PLC059804,Vip Clothing Limited,NA,NA,8.03,0.16,0,0.01,-5.19,0.07,NA,NA
L18101MH1992PLC065136,Kewal Kiran Clothing Limited,0,1.68,0,1.84,0.955995,0.019135,96.67,1.12,95.08,1.91
L18101MH2007PLC233901,ADITYA BIRLA FASHION AND RETAIL LIMITED,NA,NA,NA,NA,NA,NA,-100,3.64,-0.13,2
L18101RJ1992PLC006952,Mayur Uniquoters Limited,65.67,0.45,80.54,1.61,100.47,2.01,112,1.73,128.83,0.65
L18101RJ2009PLC028647,MANOMAY TEX INDIA LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.05,0.08
L18101TN2009PLC073017,Indian Terrain Fashions Limited,6.54,0.13,13.5,0.27,24.08,0.48,33.29,0.2,36.44,0.09
L18101TZ2005PLC012295,S.P.Apparels Limited,NA,NA,NA,NA,23.05,0.46,0,0.24,0,1.49
L18101WB1989PLC046387,Nagreeka Exports Ltd.,5.91,0.12,7.0132495,0.14948,5,0.1,2.87,0.02,-11.9,0.03
L18109MH2010PLC199178,Momai Apparels Limited,NA,NA,4.49,0,0,0,0,0,NA,NA
L18209TG1985PLC005581,Sanghi Industries Limited,56.51,1.7,42.5,2.32,0,1.43,0,0,73,1.54
L19129UP1979PLC004821,Mirza International Limited,61.06,0.63,72.36,1.45,89.32,1.79,101.14,1.61,114.03,2.31
L19129WB1981PLC034337,KHADIM INDIA LIMITED,NA,NA,NA,NA,NA,NA,15.69,0.1,40.1,1.03
L19131UP1984PLC006421,SUPER TANNERY LIMITED,NA,NA,NA,NA,0,0,0,0,0,0.2
L19201HR1986PLC033185,Liberty Shoes Limited,0.21,0.22,13.93,0.28,16.51,0.33,15.3,0.32,13.8,0.45
L19201WB1931PLC007261,BATA INDIA LTD,0,0,285.3,1.79,291.89,6,279,7.11,290.36,6.42
L19202WB1985PLC039431,Kkalpana Industries (India) Limited,NA,NA,NA,NA,33.3,1.28,36,1.35,36.54,0.83
L20101WB1919PLC003557,THE INDIAN WOOD PRODUCTS CO LTD,NA,NA,NA,NA,3.39,0.04,8.25,0.2,16.26,0.36
L20101WB1982PLC034435,Century Plyboards (India) Ltd.,62.17,1.58,101.89,2.04,151.68,3.03,205.6,10.97,213.42,4.3
L20103WB1980PLC032872,GPT INFRAPROJECTS LIMITED,0,0,2.51,0.09,5.96,0.12,0,0,20.43,0.42
L20211AS1990PLC003484,Greenply Industries Ltd,121.89,2.44,146.52,2.93,153.63,2.27,170.84,3.4,189.79,4.46
L20211CH1991PLC011732,Stylam Industries Limited,NA,NA,10.02,0.2,14.53,0.29,21.58,0.59,27.83,0.54
L20293TN1996PLC036484,Uniply Industries Limited,NA,NA,NA,NA,0.41,0.01,NA,NA,14.13,0.21
L21010AP1964PLC001008,International Paper Appm Limited,0,0.16,NA,NA,NA,NA,0,0,55.66,1.14
L21010GJ1960PLC018099,JK PAPER LIMITED,NA,NA,NA,NA,-14.02,1.19,106.15,2.07,234.66,3.35
L21010GJ1986PLC008772,Rainbow Papers Limited,39.08,0.78,28.8966,0,NA,NA,NA,NA,NA,NA
L21010GJ1995PLC025135,Shree Ajit Pulp And Paper Limited,16.35,0.33,15.92888217,0.13173,15.25,0.33,12.29,0.13,13.01,0.31
L21010MH1945PLC010337,Ballarpur Industries Limited,0.2,0.41,12.26,0.35,0,0.13,NA,NA,NA,NA
L21010MH1992PLC069281,Arrow Greentech Limited,NA,NA,5.76,0.12,0,0,12.53,0.25,12.33,0.21
L21010MH1992PLC069527,Metroglobal Limited,24.67,0.27,27.16,0.45,27.3,0.55,22.58,0.5,18.44,1.3
L21011MH1950FLC145537,HUHTAMAKI PPL LIMITED,NA,NA,72.4405,0.1501,96.12,1.57,0,2.38,NA,NA
L21011OR1936PLC000117,Orient Paper And Industries Ltd.,90.38,1.81,NA,NA,-0.07,0.23,13.64,0,52.42,0.87
L21011WB1936PLC008726,STAR PAPER MILLS LTD.,NA,NA,NA,NA,1.95,0.24,31.95,0.67,53.69,1.11
L21012DL1972PLC279773,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD,NA,NA,NA,NA,NA,NA,9.2,0.31,7.78,0.35
L21012HP1980PLC004336,Ruchira Papers Limited,22.61,0.45,24.69464733,0.0747659,25.88,0.24,32.66,0.46,45.26,0.67
L21012KL1991PLC006207,Sree Sakthi Paper Mills Limited,6.23,0.03,NA,NA,NA,NA,NA,NA,NA,NA
L21012MH1964PLC013058,Pudumjee Pulp And Paper Mills Limited,18.79,0.1,18.52,0.4,15.46,0.35,12.02,0.25,5.83,0.15
L21012PB1980PLC004329,Satia Industries Limited,10.46,0.21,9.8218,0.2345,6.87,0.31,12.32,0.49,16.44,0.49
L21012PB1997PLC035243,Kuantum Papers Limited,21.35,0.32,30.09,0.6,33.96,0.68,49.81,1.01,75.07,0.62
L21012TZ1960PLC000364,Seshasayee Paper And Boards Limited,34.22,0.68,27.71,0.55,38.98,0.78,81.75,1.76,128.71,2.58
L21012UP1990PLC011878,CHADHA PAPERS LIMITED,NA,NA,NA,NA,NA,NA,2.27,0,3.58,0
L21014HR1968PLC004844,Rollatainers Limited,4.21,0,8.77,0,9.76,0,7.79,0,4.77,0
L21015RJ1973PLC015819,Apm Industries Limited,28.45,0.57,31.54,0.63,30.78,0.83,25.95,0.6,22.06,0.54
L21015UP1989PLC011200,ANAND DUPLEX LIMITED,NA,NA,NA,NA,NA,NA,4.12,0,4.92,0.01
L21016AS2013PLC011624,Greenlam Industries Limited,0,0.42,11.84,0.36,33.74,0.67,56.64,1.14,75.45,1.51
L21019WB1981PLC034161,Emami Paper Mills Limited,15.57,1.56,0,1.77,16.76,0.34,0,0,22.31,1.78
L21021OR1986PLC001624,B & A PACKAGING INDIA LIMITED,NA,NA,NA,NA,NA,NA,4.72,0.09,6.08,0.12
L21022TG1997PLC026542,Mold-Tek Packaging Limited,0,0.16,10.57,0.41,25.5,1.08,34.41,0.18,42.17,0.34
L21029GJ1979PLC034027,Sea Lord Containers Limited,18.94,0.38,NA,NA,NA,NA,NA,NA,NA,NA
L21090BR1918PLC000013,Hindustan Media Ventures Limited,120.11,2.4,152.23,3.04,195.68,3.99,231.22,3.36,NA,NA
L21090DL1995PLC066281,B J DUPLEX BOARDS LIMITED,NA,NA,NA,NA,11.86,0.24,0,0,NA,NA
L21090GJ2010PLC063428,ASTRON PAPER & BOARD MILL LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,11.24,0.12
L21098PN2015PLC153717,PUDUMJEE PAPER PRODUCTS LIMITED,NA,NA,NA,NA,NA,NA,0,0.25,24.38,0.55
L21098UP2012PLC048300,Genus Paper & Boards Limited,10.1,0.2,11.43679686,0.2287359,8.17,0,7.13,0,8.82,0.17
L21300WB1973PLC028854,International Conveyors Ltd.,13.86,0.28,11.11,0.22,5.6,0.11,0.9,0.02,NA,NA
L22100MH1981PLC024052,Next Mediaworks Limited,NA,NA,3.38,0.07,NA,NA,NA,NA,NA,NA
L22110TN1985PLC012491,Sun Tv Network Limited,1039.63,5.62,1068.49,21.37,1177.5,15.67,0,18.51,0,23.16
L22120DL2004PLC164728,Ufo Moviez India Limited,82.97,0.43,NA,NA,NA,NA,NA,NA,NA,NA
L22120MH1993PLC074214,Pritish Nandy Communications Limited,NA,NA,NA,NA,0.34,0.01,-2.21,0.01,NA,NA
L22120MH2004PLC285453,Ufo Moviez India Limited,NA,NA,37.91,0.76,48.05,1.5,67.98,2.18,81.29,1.63
L22121DL2002PLC117874,Ht Media Limited,136.06,2.72,121.98,2.45,161.44,3.3,0,2.45,141.04,2.85
L22121GJ1943PLC000183,The Sandesh Limited,66.2,1.32,74.72,1.49,92.54,9.45,104.84,0,115.48,1.1
L22121TN1979PLC007799,Tamil Nadu Newsprint And Papers Limited,151.29,3.03,186.87,3.73,250.01,5.05,284.52,2.55,200.59,4.06
L22122TN1970PLC005795,Mps Limited,39.45,0.63,64.1,1.28,85.26,1.71,0,1.92,98.47,1.96
L22200MH1984PLC034055,Navneet Education Limited,117.84,3.11,179.44,3.6,188.89,4.16,213.57,4.36,225.43,7.76
L22200MH1993PLC071431,Repro India Limited,41.64,0.83,35.65,0.71,0,0.37,5.12,0,5.53,0.07
L22210GJ1995PLC047208,D.B. Corp Limited,368,7.36,0,8.6,472.39,9.45,503.72,4.51,0,7.33
L22210MH1987PLC044505,Tcpl Packaging Limited,0.22,0.23,27.7,0.67,39.33,1,48.53,0.98,43.22,0.87
L22210MH1993PLC133365,N R Agarwal Industries Limited,7.89,0.16,NA,NA,0,0.22,0,0,59.16,1.19
L22210MH1995PLC084781,Tata Consultancy Services Limited,0.00143,285,0.0018,360,0.002227533,446,0.0024868,400,0.0027078,434
L22213WB1946PLC014346,Saregama India Limited,26.79,0.54,26.94,0.54,28.6,0.57,28.48,0.57,35.1,0.7
L22219DL1970PLC005400,S Chand And Company Limited,NA,NA,NA,NA,17.19,0.27,26.71,0.18,49.35,0.15
L22219MH1987PLC042083,Orient Press Limited,6.61,0.13,4.27,0.09,0,0.02,NA,NA,4.18,0.04
L22219MH1991PLC059800,Control Print Limited,15.14,0.04,21.21,0.31,27.7,0.55,0,0.53,0,0
L22219UP1975PLC004147,Jagran Prakashan Limited,264.63,5.29,290.63,5.81,0,1.23,408.9,2,409.68,3
L23101AS1961PLC001173,INDIA CARBON LIMITED,NA,NA,NA,NA,NA,NA,0,0.31,41.75,1.09
L23101AS1963PLC001206,ASSAM CARBON PRODUCTS LTD,NA,NA,NA,NA,NA,NA,NA,NA,3.86,0.1
L23109GA1967PLC000076,Goa Carbon Limited,10.14,0.2,4.94,0.1,-0.64,0.08,3.78,0.11,33.58,0.67
L23109MP1972PLC008290,Heg Limited,98.23,1.96,90.57,2.63,48.86,0.31,-0.26,0.92,518.3,8.28
L23109WB1960PLC024602,PHILLIPS CARBON BLACK LTD,NA,NA,NA,NA,NA,NA,79.38,1.61,NA,NA
L23109WB1973GOI028844,Coal India Ltd Govt Of India Undertaking,1202.12,24.04,984.59,19.69,681.75,13.64,0,0,0,27.53
L23200MH1979PLC021359,Castrol India Limited,711.76,10.48,711.76,10.48,907.78,19.16,0,0,NA,NA
L23200MH1989PLC054633,Supreme Petrochem Limited,0,0.04,0,1.05,0,1.23,139.19,1.86,180.11,3.41
L23200TN1984PLC010931,TAMILNADU PETROPRODUCTS LIMITED,NA,NA,NA,NA,NA,NA,0,0,4.46,0.06
L23201DL1998PLC097614,Indraprastha Gas Limited,112.5,10.12,572.34,7.02,0,0,0,0,829,14.49
L23201DL2001PLC174076,SALASAR TECHNO ENGINEERING LIMITED,NA,NA,NA,NA,NA,NA,17.97,0.48,26.21,0.38
L23201MH1952GOI008858,Hindustan Petroleum Corporation Limited,1701.49,34.03,2696.07,71.67,4145.04,107.9,6318.78,156.87,7942.93,159.81
L23201MH1959GOI011388,Indian Oil Corpn. Limited,5647.5,113.79,7075,141.5,0.001063326,217.1,0.001639711,331.01,0.002452981,468.15
L23201MH1983PLC030372,Gp Petroleums Limited,NA,NA,NA,NA,9.44,0.19,18.99,0.38,26.07,0.36
L23203MH2008PLC267060,Gulf Oil Lubricants India Limited,104.12,0.5,110.82,0.96,125.18,1.04,151.54,1.58,192.42,2.82
L23205GJ1965PLC001343,Transpek Industry Limited,NA,NA,11.26,0.23,23.19,0.46,31.56,1.04,42.22,1.01
L23209AP1984PLC004635,The Andhra Petrochemicals Limited,2.49,0.05,NA,NA,NA,NA,NA,NA,0,0.11
L23209GJ1982PLC005062,Panama Petrochem Limited,24.27,0.49,17,0.18,23.25,0,37.04,1.19,NA,NA
L23209KA1988GOI008959,Mangalore Refinery And Petrochemicals Limited,41.77,0.48,NA,NA,0,5,0,0,3353.18,78.06
L23209MH1985PLC035702,Veritas (India) Limited,NA,NA,9.32,0.19,6.58,0.19,8.1,0.06,8,0
L23209PN1990PLC054829,Kesar Petroproducts Limited,NA,NA,2.97,0.06,7.81,0.16,14.41,0,NA,NA
L23209WB1921PLC004357,Tide Water Oil Co India Ltd,28.5,1.89,97.01,1.94,109.23,2.18,124.27,0.78,142.98,0.61
L23220MH1952GOI008931,Bharat Petroleum Corporation Limited,3800.5,33.95,5629.89,95.59,7957.09,218.21,0,0,0.001016592,178.19
L23423HR1933PLC000097,Isgec Heavy Engineering Limited,86.38,1.73,0,4.3,186.11,4.83,244.6,4.73,218.65,4.24
L24100GJ1983PLC006513,Ghcl Limited,113.26,2.98,165.25,3.31,251.85,1.04,378.46,8.61,431.63,9.1
L24100GJ1990PLC013886,Dynemic Products Limited,10.16,0.2,11.758489,0,13.33,0.29,14.94,0.3,19.63,0.4
L24100JH1976PLC001255,Aditya Birla Chemicals (India) Limited,62.32,1.25,0,0,0,0,0,0,NA,NA
L24100MH1960PLC011681,Dai-Ichi Karkaria Limited,5.81,0.12,7.36,0.14,11.07,0.22,13.95,0.16,17.23,0
L24100MH1961PLC012066,Savita Oil Technologies Limited,126.86,2.54,92.38,1.85,56.79,0.46,55.58,0.22,109.8,0.71
L24100MH1969PLC014336,Pidilite Industries Limited,566.27,11.33,639.7,12.8,784.5,15.69,1037.5,22.03,1156.11,23.5
L24100MH1970PLC014842,LIME CHEMICALS LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,5.22,0.2
L24100MH1972PLC016149,Thirumalai Chemicals Limited,16.86,0.3,22.42,0.45,29.34,0.59,0,0,0,2.08
L24100MH1974PLC017594,AMAL LIMITED,NA,NA,NA,NA,NA,NA,3.23,0.06,9.15,0.18
L24100MH1975PLC018235,CHEMBOND CHEMICALS LIMITED,0,0,0,0,0,0,0,0,4.94,0.1
L24100MH1980PLC023177,Indo Borax & Chemicals Limited,14.14,0.01,16.75,0.33,15.43,0.31,14.53,0.29,15.08,0.31
L24100MH1983PLC029442,Lupin Limited,1981.7,39.63,2707.26,54.15,3312.33,19.68,3752.3,21.68,3283.33,37.95
L24100MH1984PLC033519,GUFIC BIOSCIENCES LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,18.24,0.39
L24100MH1985PLC036547,Bharat Agri Fert & Realty Limited,21.7,0.46,21.82,0.44,12.95,0.26,3.69,0.08,NA,NA
L24100MH1986PLC039837,Vinyl Chemicals (India) Limited,9.19,0.18,12.95,0.26,12.38,0.25,12.15,0.25,11.57,0.25
L24100MH1990PLC059299,BDH INDUSTRIES LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.99,0.09
L24100MH1992PLC066691,Jayant Agro-Organics Limited,32.11,0.64,25.5,0.51,24.5,0.49,36.93,0.74,53.72,1.09
L24100MH1993PLC071376,Shree Pushkar Chemicals & Fertilisers Limited,NA,NA,12.11,0.19,0,0,32.86,0.07,41.89,0.51
L24100MH2004PLC144295,Fineotex Chemical Limited,7.23,0.05,10.49,0.21,13.69,0.27,18.52,0.38,22.77,0.47
L24100MH2009PLC190516,VADIVARHE SPECIALITY CHEMICALS LIMITED,NA,NA,0.11,0.27,NA,NA,0,0.16,5.53,0.11
L24100UP2007PLC032909,Jubilant Industries Limited,9.93,0.2,NA,NA,NA,NA,NA,NA,NA,NA
L24110AP1981PLC003077,Sree Rayalaseema Alkalies And Allied Chemicals Ltd,24.89,0.5,30.36,0,13.26,0.27,33.69,0.69,40.85,0.87
L24110AP1984PLC005096,ALUFLUORIDE LTD,NA,NA,NA,NA,NA,NA,NA,NA,5.73,0
L24110AP2005PLC045726,Sree Rayalaseema Hi-Strength Hypo Limited,0,0.03,16.3846072,0.1575388,20.62,0.37,21.93,0.44,25.68,0.9
L24110GJ1939PLC000748,D C W Limited,0.88,0.02,NA,NA,0,0.49,0,0,0.9,0.62
L24110GJ1969PLC001590,Themis Medicare Limited,NA,NA,NA,NA,5.75,0.11,12.31,0.25,12.28,0
L24110GJ1970PLC001735,Deepak Nitrite Limited,46.03,0.92,61.13,1.22,82.9,1.66,89.46,2.25,92.3,2.97
L24110GJ1973PLC002247,Gujarat Alkalies And Chemicals Limited,260.32,5.21,253.6,5.07,228.85,4.58,274.01,13.66,439.04,10.53
L24110GJ1976PLC002903,Gujarat Narmada Valley Fertilizers & Chemicals Limited,419.96,8.4,233.41,4.67,167.8,6,178.18,8.38,610,3.51
L24110GJ1976PLC002905,DIAMINES AND CHEMICALS LIMITED,NA,NA,NA,NA,NA,NA,1.86,0.04,5.2,0.1
L24110GJ1984PLC007301,Aarti Industries Ltd,168.93,3.6,210.19,4.2,259.33,5.19,318.6,6.69,367.45,9.73
L24110GJ1986PLC009003,Bodal Chemicals Limited,15.64,0.34,53.19,1.09,107.33,2.15,156.45,3.11,173.02,3.49
L24110GJ1987PLC009362,Gujarat Fluorochemicals Limited,454.37,9.09,266.82,5.34,117.86,2.36,141.84,0.98,254.57,7.69
L24110GJ1989PLC011989,DYNAMIC INDUSTRIES LIMITED,0,0,3.68,0.08,3.92,0.08,NA,NA,NA,NA
L24110GJ1989PLC012441,Aksharchem (India ) Limited,10.05,0.2,20.57,0.41,25.77,0.52,40.28,0.39,17.36,0.82
L24110GJ1990PLC013967,Riddhi Siddhi Gluco Biols Limited,20.77,0.42,17.02,0.34,19.14,0.27,10.73,0.23,NA,NA
L24110GJ1993PLC020737,ISHAN DYES AND CHEMICALS LIMITED,NA,NA,0,0,0,0,0,0,7,0.14
L24110GJ1995PLC024052,Meghmani Organics Limited,NA,NA,13.68,0.27,32.16,2.72,49.13,0.26,82.82,2.46
L24110MH1947PLC005719,Piramal Enterprises Limited,NA,NA,0,25.86,0,0,0,0,811.81,32.3
L24110MH1956PLC010806,CLARIANT CHEMICALS (INDIA) LIMITED,0,0,80.89,1.62,0,0,0,0,29.73,0.47
L24110MH1972PLC015857,VIPUL ORGANICS LIMITED,NA,NA,NA,NA,1.35,0.03,0,0,NA,NA
L24110MH1973PLC016247,UNIVERSAL STARCH CHEM ALLIED LIMITED,0,0,0.56,0.01,0.64,0.01,0,0,NA,NA
L24110MH1973PLC016698,SADHANA NITRO CHEM LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,8.56,0
L24110MH1978GOI020185,Rashtriya Chemicals And Fertilizers Limited,400.98,8.3,467.43,9.38,430.38,8.61,386.57,7.79,191.97,3.88
L24110MH1981PLC024742,Mangalam Organics Limited,NA,NA,NA,NA,0,0.04,0.83,0.1,4.65,0.2
